user_id,algorithm_orig,news_id,old_rank,rating,score_orig,algorithm_new,new_rank,score_new,algorithm,ranking_difference,base_algorithm
12,B1-STATE_ART,1339746480014254081,9,5,-0.16170591780084065,B1-STATE_ART-SCSA_PLUS_V3,5,0.5344605073077618,B1-STATE_ART,4,B1
12,B1-STATE_ART,1364415183607586825,10,2,-0.16194073422609415,B1-STATE_ART-SCSA_PLUS_V3,10,-0.9544325399135879,B1-STATE_ART,0,B1
13,B1-STATE_ART,1312476369830338561,1,4,0.08477451933250409,B1-STATE_ART-SCSA_PLUS_V3,4,-0.34647744057306284,B1-STATE_ART,-3,B1
13,B1-STATE_ART,1357343495132880897,2,2,-0.05619717346754885,B1-STATE_ART-SCSA_PLUS_V3,7,-1.0331206146331247,B1-STATE_ART,-5,B1
13,B1-STATE_ART,1354081977062850561,3,3,-0.07713920594177347,B1-STATE_ART-SCSA_PLUS_V3,9,-1.3217999989738152,B1-STATE_ART,-6,B1
13,B1-STATE_ART,1327673915829866501,4,4,-0.1505481298228717,B1-STATE_ART-SCSA_PLUS_V3,5,-0.5040860125713365,B1-STATE_ART,-1,B1
13,B1-STATE_ART,1337102429532217345,5,4,-0.15279511783762337,B1-STATE_ART-SCSA_PLUS_V3,10,-1.4973805990016253,B1-STATE_ART,-5,B1
13,B1-STATE_ART,1365346314956005378,6,2,-0.1567689906332183,B1-STATE_ART-SCSA_PLUS_V3,3,-0.13024120238018022,B1-STATE_ART,3,B1
13,B1-STATE_ART,1336808991792525325,7,2,-0.15754919111084767,B1-STATE_ART-SCSA_PLUS_V3,2,0.47488528866005664,B1-STATE_ART,5,B1
13,B1-STATE_ART,1285952748484083712,8,1,-0.15857606055232623,B1-STATE_ART-SCSA_PLUS_V3,8,-1.1290859628855405,B1-STATE_ART,0,B1
13,B1-STATE_ART,1362949278365143050,9,1,-0.1621456150234551,B1-STATE_ART-SCSA_PLUS_V3,6,-0.761684968676631,B1-STATE_ART,3,B1
13,B1-STATE_ART,1369324832702296067,10,2,-0.16222840633963398,B1-STATE_ART-SCSA_PLUS_V3,1,0.7934412327037619,B1-STATE_ART,9,B1
15,B1-STATE_ART,1321919226341306368,1,2,4.076477753151286,B1-STATE_ART-SCSA_PLUS_V3,1,6.602674005668622,B1-STATE_ART,0,B1
15,B1-STATE_ART,1272637078401097731,2,2,0.5817055126693078,B1-STATE_ART-SCSA_PLUS_V3,7,-0.019079609741875597,B1-STATE_ART,-5,B1
15,B1-STATE_ART,1343974143646044160,3,5,0.05826055247479156,B1-STATE_ART-SCSA_PLUS_V3,2,2.917138464341229,B1-STATE_ART,1,B1
15,B1-STATE_ART,1359318229735251977,4,4,-0.0516311768173564,B1-STATE_ART-SCSA_PLUS_V3,8,-0.06169220645818006,B1-STATE_ART,-4,B1
15,B1-STATE_ART,1366804263385501696,5,2,-0.13946947483716982,B1-STATE_ART-SCSA_PLUS_V3,9,-0.1299022928383061,B1-STATE_ART,-4,B1
15,B1-STATE_ART,1360653537781321732,6,5,-0.14344099131895444,B1-STATE_ART-SCSA_PLUS_V3,6,0.3071275063946052,B1-STATE_ART,0,B1
15,B1-STATE_ART,1361396964227772419,7,2,-0.15998849375189347,B1-STATE_ART-SCSA_PLUS_V3,3,2.481915754510287,B1-STATE_ART,4,B1
15,B1-STATE_ART,1365372438578667526,8,2,-0.16103418172620235,B1-STATE_ART-SCSA_PLUS_V3,4,0.60999118678011,B1-STATE_ART,4,B1
15,B1-STATE_ART,1339746480014254081,9,3,-0.16170591780084065,B1-STATE_ART-SCSA_PLUS_V3,5,0.5344605073077618,B1-STATE_ART,4,B1
15,B1-STATE_ART,1364415183607586825,10,3,-0.16194073422609415,B1-STATE_ART-SCSA_PLUS_V3,10,-0.9544325399135879,B1-STATE_ART,0,B1
16,B1-STATE_ART,1367300479739441155,1,1,0.13572483919091416,B1-STATE_ART-SCSA_PLUS_V3,8,-0.1090108305558556,B1-STATE_ART,-7,B1
16,B1-STATE_ART,1367491019277799427,2,5,-0.06772542888453807,B1-STATE_ART-SCSA_PLUS_V3,6,0.4728792698057718,B1-STATE_ART,-4,B1
16,B1-STATE_ART,1367625056570990592,3,2,-0.11573026795107888,B1-STATE_ART-SCSA_PLUS_V3,10,-0.6715771044863247,B1-STATE_ART,-7,B1
16,B1-STATE_ART,1369400158912475136,4,1,-0.12858372212844588,B1-STATE_ART-SCSA_PLUS_V3,2,2.4362774143547936,B1-STATE_ART,2,B1
16,B1-STATE_ART,1369378396216692740,5,1,-0.15501810068371114,B1-STATE_ART-SCSA_PLUS_V3,5,0.4986912904611672,B1-STATE_ART,0,B1
16,B1-STATE_ART,1367629682439454722,6,1,-0.16046735611479634,B1-STATE_ART-SCSA_PLUS_V3,7,0.05196479390678189,B1-STATE_ART,-1,B1
16,B1-STATE_ART,1333807391079428096,7,1,-0.16085079974789807,B1-STATE_ART-SCSA_PLUS_V3,9,-0.1924995473653357,B1-STATE_ART,-2,B1
16,B1-STATE_ART,1368144516558041088,8,1,-0.1614836070784317,B1-STATE_ART-SCSA_PLUS_V3,3,2.299759211140912,B1-STATE_ART,5,B1
16,B1-STATE_ART,1346230432036233218,9,1,-0.1616099677338819,B1-STATE_ART-SCSA_PLUS_V3,4,0.6127781843164516,B1-STATE_ART,5,B1
16,B1-STATE_ART,1367269369521266691,10,5,-0.16247278403976176,B1-STATE_ART-SCSA_PLUS_V3,1,3.4768722051241063,B1-STATE_ART,9,B1
17,B1-STATE_ART,1365629350721249281,1,5,-0.14877194258128032,B1-STATE_ART-SCSA_PLUS_V3,6,0.07713175051477816,B1-STATE_ART,-5,B1
17,B1-STATE_ART,1367474157626290181,2,5,-0.15411619984768918,B1-STATE_ART-SCSA_PLUS_V3,8,-0.6524760223115337,B1-STATE_ART,-6,B1
17,B1-STATE_ART,1366841911357620225,3,5,-0.15538691084798498,B1-STATE_ART-SCSA_PLUS_V3,9,-2.2822044613771397,B1-STATE_ART,-6,B1
17,B1-STATE_ART,1358414579328561153,4,5,-0.15544765062012844,B1-STATE_ART-SCSA_PLUS_V3,7,-0.02727930566538157,B1-STATE_ART,-3,B1
17,B1-STATE_ART,1369000930809581570,5,5,-0.15761283903081552,B1-STATE_ART-SCSA_PLUS_V3,4,0.6685219196111336,B1-STATE_ART,1,B1
17,B1-STATE_ART,1316030943174422528,6,5,-0.1579451729615373,B1-STATE_ART-SCSA_PLUS_V3,10,-3.130183381208236,B1-STATE_ART,-4,B1
17,B1-STATE_ART,1367507656269791241,7,5,-0.1598785881961323,B1-STATE_ART-SCSA_PLUS_V3,5,0.5952032546273501,B1-STATE_ART,2,B1
17,B1-STATE_ART,1316722494255099904,8,5,-0.1620693953362045,B1-STATE_ART-SCSA_PLUS_V3,2,1.1021322067178285,B1-STATE_ART,6,B1
17,B1-STATE_ART,1354993740562137089,9,1,-0.1627781076015847,B1-STATE_ART-SCSA_PLUS_V3,3,0.8019367591919462,B1-STATE_ART,6,B1
17,B1-STATE_ART,1362674074732748803,10,1,-0.16305779430356468,B1-STATE_ART-SCSA_PLUS_V3,1,1.814054658033701,B1-STATE_ART,9,B1
18,B1-STATE_ART,1189330936300756992,1,5,8.665533945834879,B1-STATE_ART-SCSA_PLUS_V3,1,13.170337953166024,B1-STATE_ART,0,B1
18,B1-STATE_ART,1333425556659064833,2,3,0.2766430750554002,B1-STATE_ART-SCSA_PLUS_V3,2,1.8337708556369567,B1-STATE_ART,0,B1
18,B1-STATE_ART,1338474408743215106,3,2,0.048777459279972006,B1-STATE_ART-SCSA_PLUS_V3,6,0.09508136245034038,B1-STATE_ART,-3,B1
18,B1-STATE_ART,1331689113494446085,4,3,0.04061324203009344,B1-STATE_ART-SCSA_PLUS_V3,3,1.5891790465367919,B1-STATE_ART,1,B1
