source_type,source_id,mentioned_user_id
news,1333406580927303682,45777849
news,1333406580927303682,34914032
news,1333406580927303682,32351549
news,1333406580927303682,59399268
news,1359185296382779393,2823088888
news,1359185296382779393,39364684
news,1363926533652574218,2344289012
news,1365207153359917058,130151627
news,1365207153359917058,715467420543033344
news,1365207153359917058,26150404
news,1353719280022343683,9695312
news,1341035699970011136,14740219
news,1316844403797889024,348754193
news,1316844403797889024,171641072
news,1334601400836354048,15851618
news,1347589799947984902,10228272
news,1333492114408296449,107544554
news,1333492114408296449,522538187
news,1333492114408296449,270193608
news,1363238923879653379,34036028
news,1086268959492468742,17230018
news,1367500382717546499,36987016
news,1367500382717546499,1037251922
news,1364533279261679619,2425303842
news,1238490684384071686,238319766
news,1304866700794363905,560591381
news,1359547910619344904,822288284202070016
news,1334534887664209922,19773713
news,1366167129754537984,2367459205
news,1366167129754537984,2274106722
news,1366167129754537984,358404000
news,1366167129754537984,728543419547701248
news,1366167129754537984,1053795166199238656
news,1366167129754537984,20035593
news,1366167129754537984,973862838551961605
news,1366167129754537984,1287057962155094018
news,1366167129754537984,3286606657
news,1366167129754537984,14572884
news,1366167129754537984,743940594540613632
news,1366167129754537984,2836258729
news,1366167129754537984,17791626
news,1366167129754537984,163504733
news,1366167129754537984,1280326578405163009
news,1366167129754537984,6903232
news,1365113385658970113,161418822
news,1365113385658970113,2987922767
news,1365113385658970113,19520983
news,1365113385658970113,1040361509396905987
news,1365113385658970113,214201922
news,1342062601535164416,7957702
news,1342062601535164416,18518096
news,1342062601535164416,1357204375
news,1342062601535164416,216388381
news,1342062601535164416,14982804
news,1342062601535164416,23561980
news,1342062601535164416,41700449
news,1342062601535164416,20117923
news,1342062601535164416,113613920
news,1354565152939544576,701756115118333952
news,1354565152939544576,957716432430641152
news,1320142365038817281,161711473
news,1320142365038817281,38170974
news,1338592930022363139,17465796
news,1338592930022363139,126062842
news,1361396964227772419,20745074
news,1361396964227772419,785651770697523200
news,1361396964227772419,117653650
news,1361396964227772419,64324543
news,1361396964227772419,21346496
news,1361396964227772419,286505380
news,1361396964227772419,972587909307023360
news,1361396964227772419,1002318882714112000
news,1321919226341306368,1080924673758527489
news,1364415183607586825,1321592012026617857
news,1365372438578667526,230303764
news,1339746480014254081,3291135910
news,1370069387974119426,707620657945645056
news,1370069387974119426,614333791
news,1370069387974119426,1360234484667473921
news,1370069387974119426,262341591
news,1370069387974119426,1243592532128399360
news,1366121589478154243,69460994
news,1366121589478154243,430177205
news,1366121589478154243,2653325339
news,1366121589478154243,2344209337
news,1366121589478154243,1324268492674260993
news,1366121589478154243,3409123967
news,1366121589478154243,337337691
news,1359370632350208003,103637045
news,1358529006967033856,2708191476
news,1358529006967033856,67291370
news,1359319030587293696,956288390932045824
news,1359319030587293696,935568464487514114
news,1331282297014743042,195763277
news,1369832253816246274,3409123967
news,1369832253816246274,614333791
news,1369832253816246274,74274804
news,1366380504736534529,591672691
news,1336435104172765184,107122128
news,1349749578095075328,325306055
news,1349749578095075328,154221292
news,1349749578095075328,6351572
news,1349749578095075328,3239203002
news,1349749578095075328,933693225436631040
news,1349749578095075328,117786848
news,1349749578095075328,29873662
news,1361511252103729153,2174576629
news,1361511252103729153,1032978119370723329
news,1361511252103729153,387262364
news,1361511252103729153,20659225
news,1361511252103729153,996365064667123713
news,1361511252103729153,2653325339
news,1361511252103729153,1269132220725411842
news,1361511252103729153,2941088926
news,1361857937518465025,2309285994
news,1361857937518465025,716901834
news,1361857937518465025,48924387
news,1361857937518465025,332736023
news,1361857937518465025,38811911
news,1361857937518465025,1098092507102150657
news,1361857937518465025,307527529
news,1361857937518465025,20188930
news,1361586402484514816,2174576629
news,1361586402484514816,1032978119370723329
news,1361586402484514816,387262364
news,1361586402484514816,20659225
news,1361586402484514816,996365064667123713
news,1361586402484514816,2653325339
news,1361586402484514816,1269132220725411842
news,1361586402484514816,2941088926
news,1361853779025403905,716901834
news,1361853779025403905,48924387
news,1361853779025403905,332736023
news,1361853779025403905,38811911
news,1361853779025403905,1098092507102150657
news,1361853779025403905,307527529
news,1361853779025403905,20188930
news,1365037827298238464,52554306
news,1365037827298238464,85917438
news,1365037827298238464,48517976
news,1365037827298238464,104297367
news,1365037827298238464,5611152
news,1301164188136431616,559229566
news,1301164188136431616,3031071234
news,1366910062711685124,324511199
news,1366910062711685124,233777204
